Time (sec),AH1 (g),AH2 (g),AH3 (g),AH4 (g),AH5 (g),AH6 (g),AH7 (g),AH8 (g),AH9 (g),AH10 (g),AH11 (g),AH12 (g),AV1 (g),AV2 (g),P1 (kpa),P2 (kpa),P3 (kpa),P4 (kpa),P6 (kpa),P7 (kpa),P8 (kpa),P9 (kpa),P10 (kpa),
0.4467,-0.0001,-0.0005,-0.0005,-0.0006,0.0003,-0.0003,-0.0004,-0.0002,0.0001,0.0003,0.0008,0.0009,0.0002,0.0001,-0.6759,-0.0114,-0.9705,-0.8133,-0.1616,-2.0226,0.1395,-1.0578,-0.3974
0.4533,0.0001,-0.0001,-0.0000,0.0005,0.0003,-0.0005,-0.0004,-0.0003,-0.0000,0.0005,0.0009,0.0007,0.0000,0.0003,-1.7192,-1.5486,-1.4969,-0.4899,-0.2681,-0.2363,0.2141,-2.7073,0.1028
0.4600,0.0003,0.0006,0.0006,0.0015,0.0005,-0.0007,-0.0002,-0.0002,0.0000,0.0006,0.0007,0.0001,-0.0003,0.0004,-1.2484,-2.4583,-1.0633,-0.0889,-0.3286,1.6864,0.2854,-2.9275,0.7222
0.4667,0.0002,0.0011,0.0011,0.0020,0.0008,-0.0006,0.0001,-0.0002,0.0002,0.0005,0.0005,-0.0005,-0.0007,0.0003,-0.0210,-2.2362,-0.0629,0.2218,-0.2936,2.5520,0.2801,-1.8369,1.2193
0.4733,0.0001,0.0010,0.0013,0.0018,0.0011,-0.0003,0.0005,-0.0004,0.0005,0.0003,0.0004,-0.0008,-0.0010,0.0002,0.7342,-1.2349,0.7002,0.3199,-0.1578,2.0383,0.1722,-0.4533,1.6509
0.4800,-0.0001,0.0007,0.0011,0.0012,0.0009,0.0002,0.0008,-0.0006,0.0007,0.0000,0.0003,-0.0007,-0.0009,0.0000,0.4230,-0.2643,0.6714,0.2537,0.0186,0.6951,0.0109,0.1206,2.0338
0.4867,-0.0001,0.0002,0.0008,0.0005,0.0005,0.0004,0.0008,-0.0006,0.0008,-0.0000,0.0005,-0.0001,-0.0006,-0.0001,-0.5326,0.0871,0.0213,0.1707,0.1431,-0.6305,-0.1027,-0.4673,2.1474
0.4933,0.0001,-0.0001,0.0004,-0.0001,0.0003,0.0007,0.0007,-0.0003,0.0009,0.0002,0.0007,0.0005,-0.0002,-0.0001,-1.3089,-0.1563,-0.5138,0.1400,0.1613,-1.2872,-0.0747,-1.6211,1.8016
0.5000,0.0004,-0.0003,-0.0000,-0.0004,0.0004,0.0008,0.0004,0.0001,0.0008,0.0004,0.0008,0.0007,0.0001,-0.0001,-1.4830,-0.4996,-0.3532,0.1219,0.0925,-0.9769,0.1225,-2.3710,1.2119
0.5067,0.0008,-0.0001,-0.0004,-0.0004,0.0007,0.0007,-0.0000,0.0004,0.0006,0.0005,0.0006,0.0006,0.0002,-0.0002,-1.2096,-0.4206,0.3349,0.0791,-0.0083,0.1683,0.4260,-2.1322,0.9419
0.5133,0.0011,0.0002,-0.0005,-0.0003,0.0009,0.0004,-0.0003,0.0005,0.0004,0.0004,0.0001,0.0003,0.0000,-0.0003,-0.8355,0.2555,0.8128,-0.0000,-0.1091,1.5088,0.7022,-0.9783,1.3441
0.5200,0.0009,0.0004,-0.0002,-0.0003,0.0009,0.0002,-0.0002,0.0004,0.0002,0.0001,-0.0003,0.0002,-0.0002,-0.0003,-0.5051,1.2085,0.5651,-0.1998,-0.2082,2.1383,0.8086,0.5909,2.0318
0.5267,0.0005,0.0005,0.0002,-0.0002,0.0006,-0.0000,0.0000,0.0001,-0.0001,-0.0002,-0.0004,0.0001,-0.0006,-0.0004,-0.0655,1.7435,-0.1564,-0.6742,-0.2953,1.5134,0.6778,1.9385,2.0706
0.5333,-0.0001,0.0005,0.0006,0.0001,0.0004,-0.0001,0.0001,-0.0003,-0.0003,-0.0004,-0.0002,0.0003,-0.0009,-0.0005,0.7352,1.2421,-0.6451,-1.4424,-0.3345,-0.0826,0.3778,2.4507,0.9209
0.5400,-0.0007,0.0003,0.0009,0.0005,0.0002,-0.0002,0.0001,-0.0007,-0.0003,-0.0004,0.0002,0.0004,-0.0010,-0.0004,1.8745,-0.2513,-0.5571,-2.1914,-0.2927,-1.7567,0.0835,1.7809,-0.8023
0.5467,-0.0009,0.0000,0.0009,0.0008,0.0000,-0.0000,0.0003,-0.0010,-0.0002,-0.0003,0.0006,0.0005,-0.0008,-0.0001,2.8010,-1.8903,-0.2657,-2.3541,-0.1700,-2.6723,-0.0425,0.2041,-1.7260
0.5533,-0.0007,-0.0003,0.0007,0.0006,-0.0001,0.0002,0.0005,-0.0009,-0.0000,-0.0001,0.0007,0.0005,-0.0005,0.0003,2.6842,-2.6476,-0.3103,-1.4943,-0.0040,-2.5153,0.0338,-1.3544,-1.0283
0.5600,-0.0002,-0.0004,0.0003,0.0002,-0.0001,0.0004,0.0007,-0.0005,0.0003,0.0000,0.0006,0.0004,-0.0002,0.0006,1.1507,-2.1396,-0.6487,0.2646,0.1362,-1.5043,0.2077,-1.9082,0.7028
0.5667,0.0005,-0.0003,-0.0002,-0.0002,-0.0001,0.0005,0.0010,0.0001,0.0006,0.0001,0.0003,0.0003,0.0001,0.0006,-1.1498,-0.8097,-0.7040,2.1417,0.1606,-0.1929,0.3337,-1.1898,1.9899
